GCA_003149585.1_ASM314958v1_genomic_prodigal_proteins.faa	Magnicoccus_indicus_XM-24
GCA_003211515.1_ASM321151v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._AG-670-F04
GCA_000011345.1_ASM1134v1_genomic_prodigal_proteins.faa	Thermosynechococcus_vulcanus_BP-1
GCA_003210995.1_ASM321099v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_sp._AG-676-C06
GCA_002729835.1_ASM272983v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_sp._NP17
GCA_002170705.1_ASM217070v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._TMED205
GCA_000195975.1_ASM19597v1_genomic_prodigal_proteins.faa	Parasynechococcus_marenigrum_WH_8102
GCA_002754935.1_ASM275493v1_genomic_prodigal_proteins.faa	Thermosynechococcus_sp._PCC_6715
GCA_001007635.1_ASM100763v1_genomic_prodigal_proteins.faa	Synechospongium_spongiarum_15L
GCA_002167425.2_ASM216742v2_genomic_prodigal_proteins.faa	Parasynechococcus_sp._TMED20
GCA_002737305.1_ASM273730v1_genomic_prodigal_proteins.faa	Regnicoccus_sp._Baikal-G1
GCA_003331225.1_ASM333122v1_genomic_prodigal_proteins.faa	Inmanicoccus_sp._MED-G71
GCA_000737595.1_ASM73759v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._KORDI-52
GCA_003208755.1_ASM320875v1_genomic_prodigal_proteins.faa	GCA_003208755.1_ASM320875v1
GCA_002018045.1_ASM201804v1_genomic_prodigal_proteins.faa	Synechospongium_spongiarum_LMB_bulk15M
GCA_000737535.1_ASM73753v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._KORDI-100
GCA_003209155.1_ASM320915v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_sp._AG-670-F22
GCA_002760415.1_ASM276041v1_genomic_prodigal_proteins.faa	Leptococcus_yellowstonii_65AY6A5
GCA_003208915.1_ASM320891v1_genomic_prodigal_proteins.faa	GCA_003208915.1_ASM320891v1
GCA_900473975.1_N26_genomic_prodigal_proteins.faa	Parasynechococcus_sp._N26
GCA_003957805.1_ASM395780v1_genomic_prodigal_proteins.faa	Synechococcus_elongatus_UTEX_3055
GCA_002691345.1_ASM269134v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._MED650
GCA_002693285.1_ASM269328v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_sp._EAC657
GCA_900177365.1_IMG-taxon_2708742537_annotated_assembly_genomic_prodigal_proteins.faa	Limnothrix_euryhalinus_OG1
GCA_000179255.1_ASM17925v1_genomic_prodigal_proteins.faa	Magnicoccus_indicus_CB0205
GCA_003211205.1_ASM321120v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_sp._AG-673-F03
GCA_000063505.1_ASM6350v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_pacificus_WH_7803
GCA_003208835.1_ASM320883v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._AG-683-C23
GCA_900047545.1_m9_genomic_prodigal_proteins.faa	Synechospongium_sp._1
GCA_003210375.1_ASM321037v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._AG-686-B21
GCA_002356215.1_ASM235621v1_genomic_prodigal_proteins.faa	Limnothrix_sp._NIES-970
GCA_000010065.1_ASM1006v1_genomic_prodigal_proteins.faa	Synechococcus_elongatus_PCC_6301
GCA_003211015.1_ASM321101v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_sp._AG-676-A21
GCA_003331785.1_ASM333178v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_sp._MED-G68
GCA_001693295.1_ASM169329v1_genomic_prodigal_proteins.faa	Limnothrix_euryhalinus_PCC_8807
GCA_003011125.1_ASM301112v1_genomic_prodigal_proteins.faa	Lacustricoccus_lacustris_TousA
GCA_900473925.1_N5_genomic_prodigal_proteins.faa	Parasynechococcus_sp._N5
GCA_003331795.1_ASM333179v1_genomic_prodigal_proteins.faa	Inmanicoccus_mediterranei_MED-G67
GCA_000153285.1_ASM15328v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_subtropicalis_WH_7805
GCA_003526105.1_ASM352610v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._UBA8071
GCA_003210755.1_ASM321075v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_sp._AG-679-C18
GCA_003211535.1_ASM321153v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._AG-670-A05
GCA_003209165.1_ASM320916v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._AG-670-B23
GCA_003210795.1_ASM321079v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._AG-679-B05
GCA_002252675.1_ASM225267v1_genomic_prodigal_proteins.faa	Regnicoccus_sp._BO_8801
GCA_001632105.1_ASM163210v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_sp._MIT_S9504
GCA_001182765.1_WH8103.1_genomic_prodigal_proteins.faa	Parasynechococcus_marenigrum_WH_8103
GCA_900474085.1_UW86_genomic_prodigal_proteins.faa	Parasynechococcus_sp._UW86
GCA_003209135.1_ASM320913v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._AG-670-D07
GCA_001521855.1_ASM152185v1_genomic_prodigal_proteins.faa	Limnothrix_euryhalinus_PCC_73109
GCA_902596755.1_AG-916-D19_genomic_prodigal_proteins.faa	GCA_902596755.1_AG-916-D19
GCA_003209035.1_ASM320903v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._AG-673-B08
GCA_000013205.1_ASM1320v1_genomic_prodigal_proteins.faa	Leptococcus_yellowstonii_JA-3-3Ab
GCA_000161795.2_ASM16179v2_genomic_prodigal_proteins.faa	Parasynechococcus_marearabicus_WH_8109
GCA_002171995.1_ASM217199v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_sp._TMED187
GCA_003331245.1_ASM333124v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._MED-G70
GCA_002252635.1_ASM225263v1_genomic_prodigal_proteins.faa	Regnicoccus_sp._MW101C3
GCA_900474295.1_UW140_genomic_prodigal_proteins.faa	Pseudosynechococcus_sp._UW140
GCA_002760395.1_ASM276039v1_genomic_prodigal_proteins.faa	Leptococcus_yellowstonii_63AY4M1
GCA_003210935.1_ASM321093v1_genomic_prodigal_proteins.faa	Pseudosynechococcus_sp._AG-676-E23
GCA_002724845.1_ASM272484v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._RS344
GCA_003331765.1_ASM333176v1_genomic_prodigal_proteins.faa	Parasynechococcus_chilensis_MED-G69
GCA_000737575.1_ASM73757v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._KORDI-49
GCA_000012505.1_ASM1250v1_genomic_prodigal_proteins.faa	Parasynechococcus_chilensis_CC9902
GCA_002171075.2_ASM217107v2_genomic_prodigal_proteins.faa	Inmanicoccus_sp._TMED155
GCA_003539795.1_ASM353979v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._UBA9887
GCA_002168155.1_ASM216815v1_genomic_prodigal_proteins.faa	Inmanicoccus_sp._TMED19
GCA_000515235.1_ASM51523v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._CC9616
GCA_002252625.1_ASM225262v1_genomic_prodigal_proteins.faa	Regnicoccus_sp._1G10
GCA_001885215.1_ASM188521v1_genomic_prodigal_proteins.faa	Regnicoccus_sp._SynAce01
GCA_002151525.1_ASM215152v1_genomic_prodigal_proteins.faa	Lacustricoccus_sp._Lanier
GCA_008081095.1_ASM808109v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._16_2
GCA_900177825.1_IMG-taxon_2708742468_annotated_assembly_genomic_prodigal_proteins.faa	Limnothrix_euryhalinus_PCC_7002
GCA_001628295.1_ASM162829v1_genomic_prodigal_proteins.faa	Parasynechococcus_sp._REDSEA-S01_B1
GCA_000775285.1_ASM77528v1_genomic_prodigal_proteins.faa	Neosynechococcus_sphagnicola_CAUP_A_1101
GCA_000063525.1_ASM6352v1_genomic_prodigal_proteins.faa	Inmanicoccus_mediterranei_RCC307
GCA_000586015.1_SynSpo.0_genomic_prodigal_proteins.faa	Synechospongium_sp._SH4
GCA_002172045.1_ASM217204v1_genomic_prodigal_proteins.faa	Inmanicoccus_mediterranei_TMED185
GCA_003712085.1_ASM371208v1_genomic_prodigal_proteins.faa	Parasynechococcus_marenigrum_YX04-3
GCA_900474045.1_N19_genomic_prodigal_proteins.faa	Parasynechococcus_sp._N19
GCA_000505665.1_ASM50566v1_genomic_prodigal_proteins.faa	Thermosynechococcus_sp._NK55a
GCA_003523965.1_ASM352396v1_genomic_prodigal_proteins.faa	Synechospongium_sp._UBA8638
